1099.53,108.282,0.736101,1123.06,172.906,0.644513,1089.83,178.828,0.74935,1093.67,259.083,0.511405,1083.85,323.772,0.775522,1154.4,165.11,0.645404,1166.09,257.126,0.122872,1158.35,323.769,0.43725,1121.2,349.2,0.566975,1101.51,349.245,0.552952,1119.08,460.822,0.708162,1121.08,568.598,0.733645,1148.51,347.26,0.517445,1160.31,462.87,0.550608,1160.33,578.475,0.629604,1087.84,100.382,0.743707,1113.25,98.4567,0.803287,1074.1,112.185,0.11305,1136.87,102.427,0.647706,1117.16,613.693,0.703358,1132.82,617.551,0.678331,1170.09,588.328,0.468409,1076.04,598.009,0.643395,1076.08,588.273,0.623049,1126.98,582.317,0.41332
1101.48,114.11,0.785263,1121.19,174.865,0.708327,1089.78,180.728,0.776205,1091.77,263.017,0.384809,1083.93,327.644,0.674147,1152.56,165.067,0.692007,1162.21,249.291,0.0604816,0,0,0,1123.06,349.206,0.584545,1103.4,351.143,0.580168,1119.2,460.931,0.761521,1123.11,568.624,0.718648,1148.53,347.256,0.546413,1154.49,462.835,0.562339,1158.38,582.347,0.539072,1087.76,102.39,0.754875,1113.28,100.301,0.82624,1074.1,118.032,0.224699,1136.89,102.364,0.703658,1115.25,615.631,0.652557,1128.94,617.586,0.637997,1170.07,588.239,0.423216,1079.98,598.059,0.601023,1078.05,588.312,0.575323,1134.73,576.521,0.387836
1101.52,112.187,0.794264,1121.21,172.879,0.732762,1089.83,180.678,0.782015,1095.66,261.108,0.42624,1085.79,323.829,0.736955,1152.54,163.177,0.737273,1168.09,253.232,0.138936,1164.21,321.869,0.589134,1123.14,347.285,0.564739,1103.47,351.131,0.575229,1119.19,460.947,0.739175,1121.21,568.602,0.740014,1150.45,345.327,0.54499,1156.42,462.924,0.580348,1162.23,582.318,0.604297,1089.71,100.487,0.819491,1115.23,100.301,0.843825,1074.17,116.033,0.168073,1138.75,102.398,0.711696,1117.2,615.618,0.691481,1130.93,617.57,0.667708,1170.1,588.304,0.456634,1076.09,599.944,0.604597,1076.1,590.176,0.560688,1132.82,574.6,0.393818
1101.54,112.203,0.793905,1123.09,172.884,0.67991,1091.72,178.827,0.735108,1099.57,261.067,0.411374,1085.81,323.823,0.723641,1154.39,165.051,0.687486,1162.26,249.31,0.0589641,0,0,0,1123.06,349.206,0.549067,1103.41,351.137,0.550963,1119.11,462.811,0.732779,1125.07,570.563,0.69785,1148.52,347.279,0.517029,1152.56,462.829,0.541912,1160.3,576.484,0.427506,1087.89,100.486,0.823779,1117.13,100.315,0.84291,1074.11,114.134,0.160806,1138.79,102.365,0.665774,1119.15,615.701,0.536314,1132.91,617.577,0.517042,1170.07,586.239,0.335151,1078.06,599.936,0.575453,1078.01,590.196,0.548143,1134.86,578.477,0.385293
1101.54,112.165,0.797937,1123.07,172.909,0.614611,1089.81,180.668,0.774943,1097.62,261.047,0.413997,1085.81,325.723,0.704031,1154.45,165.049,0.631604,0,0,0,0,0,0,1123.11,351.151,0.566859,1103.4,353.102,0.573187,1119.14,462.866,0.723204,1121.13,570.649,0.740468,1150.45,349.233,0.547645,1158.36,464.809,0.493664,1160.3,584.267,0.518532,1089.71,100.473,0.840813,1115.27,98.494,0.848546,1074.14,114.148,0.134654,1142.66,102.358,0.701188,1117.21,615.604,0.647281,1130.93,617.563,0.629327,1170.12,590.188,0.397131,1074.16,599.945,0.710287,1076.04,590.17,0.648763,1130.88,586.244,0.470041
1103.41,112.178,0.803526,1123.1,172.909,0.65919,1089.85,180.716,0.759413,1091.79,261.04,0.432563,1085.79,327.649,0.71203,1154.46,165.03,0.671864,0,0,0,0,0,0,1123.1,349.202,0.561384,1103.41,351.155,0.568854,1119.12,460.859,0.733921,1121.22,570.539,0.728564,1150.43,347.249,0.535378,1156.38,462.825,0.518647,1160.33,580.373,0.413634,1089.7,102.352,0.819135,1115.26,100.304,0.840817,1074.2,117.971,0.239676,1138.82,102.376,0.685142,1119.12,615.615,0.599607,1132.87,615.695,0.568124,1170.09,588.233,0.334882,1076.12,599.933,0.662113,1078,590.167,0.620862,1134.74,582.359,0.466136
1101.54,114.081,0.783325,1127,170.955,0.55439,1093.72,180.712,0.679713,1076.1,259.06,0.45872,1081.95,202.325,0.356824,1156.37,165.023,0.580514,0,0,0,0,0,0,1123.14,349.239,0.540734,1103.42,351.163,0.543997,1119.2,460.907,0.730999,1123.12,568.673,0.704223,1150.48,349.2,0.525609,1162.22,462.876,0.551623,1164.24,578.433,0.586177,1087.85,100.505,0.818062,1117.18,98.4913,0.846256,1074.1,116.098,0.175143,1144.59,102.368,0.644502,1117.22,615.612,0.646641,1132.84,617.536,0.60999,1172.1,588.239,0.455025,1078.04,599.939,0.59198,1078.04,590.161,0.557828,1134.77,580.38,0.371483
1103.43,114.054,0.795944,1123.11,174.836,0.622842,1089.86,180.773,0.746077,1097.61,263.027,0.44719,1085.84,325.745,0.742419,1154.48,165.04,0.619008,0,0,0,0,0,0,1128.97,351.15,0.528702,1103.53,351.193,0.565188,1119.23,460.956,0.729323,1123.05,570.609,0.716169,1152.5,349.232,0.512654,1166.09,464.851,0.565075,1162.24,582.368,0.581565,1089.72,102.302,0.818038,1117.21,98.495,0.86359,1074.19,116.142,0.175289,1146.56,102.366,0.687296,1115.25,615.653,0.670395,1127.03,617.611,0.652032,1170.1,590.255,0.429456,1076.1,599.999,0.628009,1078,590.215,0.560002,1130.95,586.238,0.383201
1103.41,114.064,0.808255,1123.08,174.85,0.656853,1089.82,180.76,0.78235,1093.71,261.067,0.472903,1085.83,323.821,0.751839,1156.37,165.027,0.652096,0,0,0,0,0,0,1125.01,349.231,0.564646,1103.46,351.169,0.586923,1119.2,460.889,0.732885,1123.14,568.68,0.698519,1150.49,347.29,0.561952,1164.19,462.811,0.547961,1164.19,578.468,0.466329,1089.7,102.33,0.828143,1117.18,100.299,0.855293,1074.2,116.129,0.16869,1142.67,102.342,0.686684,1117.14,615.651,0.636651,1128.99,617.605,0.611944,1172.04,588.206,0.344758,1078.01,600.009,0.621368,1078.03,590.225,0.568312,1134.79,578.475,0.423498
1103.43,112.16,0.792432,1125.05,170.922,0.653948,1091.7,180.695,0.749267,1095.65,261.044,0.433846,1085.84,327.675,0.721369,1156.4,163.125,0.666826,0,0,0,0,0,0,1123.12,349.234,0.577502,1103.44,351.184,0.580957,1119.24,462.821,0.764076,1123.08,568.6,0.714107,1150.43,349.189,0.552577,1160.3,462.852,0.580183,1164.23,580.426,0.571755,1089.75,102.286,0.83351,1117.22,98.4779,0.857833,1076.04,116.031,0.167133,1144.65,102.385,0.672096,1117.18,615.609,0.671504,1130.92,617.565,0.651301,1174.01,590.168,0.44424,1078.05,599.932,0.62401,1076.11,588.324,0.618035,1132.89,574.604,0.395917
1103.51,112.172,0.810611,1125.03,170.931,0.677626,1091.75,180.689,0.74116,1099.56,261.071,0.452378,1085.82,325.683,0.740753,1154.48,163.143,0.670671,0,0,0,0,0,0,1123.15,349.202,0.548586,1103.46,349.242,0.562482,1119.18,460.924,0.725384,1123.15,570.615,0.713774,1150.45,347.284,0.539413,1164.16,462.842,0.569922,1164.26,580.422,0.506685,1089.8,102.304,0.82127,1117.21,98.4372,0.846524,1076.08,115.999,0.175643,1142.64,100.451,0.673157,1117.2,615.68,0.613028,1130.9,617.625,0.58607,1172.03,588.225,0.376389,1074.18,599.953,0.670272,1076.07,590.2,0.608967,1134.81,582.383,0.426238
1103.52,112.204,0.784715,1126.99,170.934,0.625431,1091.77,180.75,0.721525,1097.62,259.15,0.396463,1085.84,323.81,0.714772,1158.33,163.126,0.642003,0,0,0,0,0,0,1123.16,345.319,0.547213,1103.46,347.269,0.560974,1119.19,462.798,0.738106,1121.21,570.57,0.723421,1150.46,345.289,0.548294,1164.18,460.89,0.545154,1162.29,582.324,0.42177,1089.82,102.324,0.767014,1117.23,98.4733,0.830756,1076.11,115.993,0.182429,1146.54,102.352,0.685623,1117.21,615.616,0.552394,1130.91,617.539,0.527281,1170.14,588.276,0.339007,1076.09,599.944,0.659461,1076.08,590.176,0.623848,1132.9,582.349,0.427244
1103.46,112.195,0.775627,1125.08,169.007,0.60044,1091.71,180.698,0.745315,1095.67,259.171,0.486757,1085.82,323.803,0.743862,1158.33,163.068,0.603231,0,0,0,0,0,0,1128.93,349.233,0.531424,1103.54,351.148,0.581755,1119.16,460.95,0.721188,1123.06,568.656,0.711084,1152.43,349.203,0.5284,1162.29,462.811,0.536924,1164.14,578.417,0.498392,1089.8,100.485,0.754133,1119.06,98.4429,0.846196,1074.16,110.237,0.107745,1146.54,102.306,0.63901,1119.12,615.666,0.624484,1132.86,617.579,0.606445,1170.13,586.306,0.387516,1078.03,599.963,0.612435,1076.1,590.186,0.589993,1132.88,576.485,0.388123
1103.5,114.074,0.792918,1127.03,168.994,0.629125,1093.68,180.719,0.704156,1099.57,259.121,0.516461,1085.83,323.791,0.772209,1158.31,163.067,0.63008,0,0,0,0,0,0,1127.02,349.206,0.538642,1103.54,349.235,0.582096,1119.12,460.891,0.734416,1121.21,568.609,0.72951,1150.58,347.281,0.538546,1160.29,462.849,0.570686,1162.26,580.378,0.55941,1089.8,102.305,0.754651,1119.08,98.4579,0.86261,1076.07,116.011,0.0965672,1146.58,102.339,0.676558,1115.25,615.675,0.666661,1127.03,617.608,0.643224,1170.12,588.187,0.432929,1076.1,599.959,0.667727,1076.07,590.186,0.622545,1132.84,574.602,0.399001
1103.54,114.106,0.775129,1128.94,167.057,0.601618,1095.68,178.755,0.672619,1103.42,259.057,0.536269,1085.83,323.772,0.762891,1156.38,163.071,0.595324,0,0,0,0,0,0,1123.15,347.269,0.55699,1103.47,349.198,0.579221,1119.15,460.85,0.729923,1121.2,566.714,0.726377,1150.45,347.232,0.555181,1160.29,462.8,0.549822,1162.29,580.427,0.554863,1089.86,102.336,0.696076,1119.1,98.4457,0.839382,1076.1,114.11,0.0804989,1148.48,100.411,0.627005,1117.18,615.679,0.714468,1130.92,617.617,0.682816,1170.16,588.236,0.445745,1076.09,598.06,0.650025,1076.08,588.299,0.627472,1132.85,576.477,0.425178
1103.56,114.058,0.7826,1128.96,167.089,0.60129,1095.65,178.79,0.690782,1101.56,259.052,0.572172,1085.86,323.762,0.795325,1158.35,163.11,0.603373,0,0,0,0,0,0,1127.03,341.397,0.567473,1103.56,343.335,0.596717,1119.14,458.879,0.727358,1123.1,564.749,0.720965,1150.55,341.378,0.584998,1164.22,460.891,0.607619,1166.15,576.521,0.612301,1089.85,102.297,0.728522,1119.11,98.4708,0.856293,1077.99,114.122,0.0872128,1148.53,100.454,0.667121,1119.12,615.647,0.677987,1132.88,617.591,0.643802,1174.04,588.187,0.43713,1078.06,599.929,0.62564,1078,588.32,0.594662,1134.76,574.507,0.438995
1103.53,112.198,0.777447,1128.96,168.966,0.605935,1093.7,180.663,0.691183,1099.6,259.116,0.467605,1085.85,323.755,0.71998,1160.29,163.098,0.617612,0,0,0,0,0,0,1128.94,349.182,0.531835,1103.54,349.212,0.570044,1119.18,460.959,0.760439,1123.07,568.63,0.711806,1152.44,347.274,0.539744,1164.19,462.823,0.59055,1162.29,580.394,0.542402,1089.86,100.474,0.719626,1119.14,98.4775,0.864934,1078,114.092,0.0851692,1150.45,102.308,0.680147,1117.2,615.639,0.678196,1130.94,617.589,0.649892,1170.14,588.204,0.425113,1076.1,599.958,0.633434,1076.08,590.166,0.597378,1132.9,576.485,0.403521
1103.54,114.052,0.773887,1130.88,167.099,0.614743,1097.63,178.799,0.667564,1101.55,259.051,0.535969,1085.83,323.74,0.758643,1158.36,163.12,0.62839,0,0,0,0,0,0,1123.15,347.236,0.561513,1103.47,349.18,0.594063,1119.1,460.895,0.756016,1123.1,568.592,0.710913,1150.45,345.304,0.566383,1156.4,460.85,0.553826,1162.22,578.461,0.534328,1091.7,102.294,0.698412,1119.11,98.4886,0.847313,1078.03,112.202,0.0763911,1150.42,100.477,0.662096,1117.21,613.741,0.669735,1130.9,617.533,0.634056,1170.12,588.206,0.449829,1076.09,599.949,0.631237,1076.1,590.174,0.589704,1134.75,576.503,0.43667
1103.52,112.19,0.771651,1130.89,167.031,0.670158,1099.55,178.716,0.669013,1103.43,259.102,0.545366,1085.87,323.737,0.78494,1158.34,163.053,0.64522,0,0,0,0,0,0,1125.08,343.354,0.550591,1103.54,345.31,0.57261,1119.21,460.868,0.74355,1123.11,568.6,0.722452,1150.48,343.329,0.555766,1166.1,460.936,0.615315,1166.08,578.446,0.612357,1091.7,100.482,0.6842,1119.08,98.4819,0.847933,1079.95,114.073,0.0826081,1144.65,102.306,0.674892,1117.21,615.65,0.662111,1130.9,617.572,0.623278,1172.06,588.239,0.484627,1076.08,599.959,0.634075,1076.12,590.192,0.571613,1134.78,576.507,0.405965
1103.5,112.179,0.772363,1128.97,165.154,0.635527,1097.65,176.83,0.664034,1103.45,257.153,0.525416,1085.85,321.87,0.772165,1156.36,163.044,0.626652,0,0,0,0,0,0,1123.08,339.463,0.567761,1103.51,341.395,0.57324,1119.16,456.948,0.726404,1123.13,566.665,0.711378,1146.61,339.451,0.540112,1154.43,457.003,0.578489,1164.25,574.58,0.56307,1089.85,100.481,0.720293,1119.08,98.4866,0.851415,1078.03,112.155,0.0825378,1148.51,100.48,0.67074,1119.09,615.603,0.63757,1130.93,617.536,0.617342,1172.08,586.289,0.409793,1076.1,599.949,0.623614,1076.1,590.183,0.574012,1134.76,574.571,0.400953
1103.48,110.231,0.725496,1128.98,167.055,0.603813,1097.6,178.725,0.651307,1101.5,259.057,0.419867,1085.87,321.864,0.706874,1156.41,163.112,0.609207,0,0,0,0,0,0,1123.15,341.37,0.521158,1103.54,343.333,0.543611,1121.05,460.856,0.719334,1123.08,568.644,0.713226,1148.54,341.362,0.508406,1164.2,458.947,0.508131,1162.28,576.476,0.385922,1089.85,100.422,0.676357,1119.09,98.4783,0.835636,0,0,0,1150.45,100.426,0.663275,1117.22,617.549,0.526804,1130.91,617.594,0.500132,1168.24,586.24,0.308131,1076.04,600.001,0.6878,1076.05,590.245,0.613233,1134.81,578.424,0.424835
